Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Iinsta Food,https://www.zomato.com/kolkata/iinsta-food-jadavpur,"Chinese, Fast Food, Bengali","Jadavpur, Kolkata",,"6/53, Bejoygarh, Borough-X, Jadavpur, Kolkata",9.18336E+11,1,1,1,0,2.7,46,3.4,2757,,,,400
The Tea Trove,https://www.zomato.com/kolkata/the-tea-trove-tollygunge,Tea,"Tollygunge, Kolkata",Opens at 10:30am,"78/1, Netaji Subhas Chandra Bose Road, Tollygunge, Kolkata",9.19831E+11,1,1,0,0,-,0,4,55,,,,400
K2 The Restaurant,https://www.zomato.com/kolkata/k2-the-restaurant-tollygunge,"Chinese, North Indian, Seafood, Mughlai","Tollygunge, Kolkata",Opens at 11am,"5/28, Netaji Nagar, Near Netaji Nagar Bus Stand, Tollygunge, Kolkata",9.19837E+11,1,1,1,0,3.7,330,3.9,768,,,"Chinese, Good Quality Food, Family Crowd, Awesome Food, Portions, Location",700
Momo King,https://www.zomato.com/kolkata/momo-king-tollygunge,"Chinese, Fast Food","Tollygunge, Kolkata",Opens at 10:30am,"5/73, Netaji Nagar, Tollygunge, Kolkata",9.17045E+11,1,1,0,0,-,0,4.3,38,,,,150
Royal Fast Food,https://www.zomato.com/kolkata/royal-fast-food-2-behala,Chinese,"Behala, Kolkata",Opens at 11am,"738/1, Diamond Harbour Road, Behala, Kolkata,",9.1798E+11,1,0,1,0,3.3,40,3.5,223,,,,300
Sip & Bite,https://www.zomato.com/kolkata/sip-bite-naktala,"Chinese, Bengali, Biryani, Rolls, Seafood","Naktala, Kolkata",,"174/28A/1, NSC Bose Road, Naktala, Kolkata",9.19433E+11,1,1,1,0,2.9,44,3.5,2124,,,,400
Street Cuisine,https://www.zomato.com/kolkata/street-cuisine-behala,"Biryani, Kebab, Chinese, North Indian","Behala, Kolkata",Opens at 12:30pm,"16/1, Kazipara Road, Parnasree Pally, Behala, Kolkata",9.1842E+11,1,1,0,0,-,0,4,29,,,,150
Sarobar The Cafe Studio,https://www.zomato.com/kolkata/sarobar-the-cafe-studio-baghajatin,"Continental, Fast Food, Beverages","Baghajatin, Kolkata",Opens at 12noon,"155, Baghajatin Block C, C/5, Baghajatin Colony, Baghajatin, Kolkata",9.19051E+11,1,1,1,0,3.5,46,3.2,27,,,"Nice Concept, Portions, Customizable Food, Elaborate Menu, Fresh Food, Good Quality",500
Kwality Wall’s Frozen Dessert And Ice Cream Shop,https://www.zomato.com/kolkata/kwality-walls-frozen-dessert-and-ice-cream-shop-8-tollygunge,"Ice Cream, Desserts","Tollygunge, Kolkata",Opens at 11am,"40, Swagatam Video Center, Chandi Ghosh Road, Tollygunge, Kolkata",9.19832E+11,1,1,0,0,-,0,4.5,2,,,,150
Tasty Questy,https://www.zomato.com/kolkata/tasty-questy-tollygunge,"Street Food, Sandwich","Tollygunge, Kolkata",Opens at 6am,"104A/14, Dhara Para Rangkal Math, Karunamoyee Ghat Road, Tollygunge, Kolkata",9.19433E+11,1,1,0,1,-,0,3.9,101,,,,100
MomoJee,https://www.zomato.com/kolkata/momojee-behala,Momos,"Behala, Kolkata",Opens at 8am,"69, Roy Bahadur Road, Behala, Kolkata",9.17004E+11,1,1,0,0,-,0,4.2,53,,,"Weekend Brunch, Elaborate Menu, Customizable Food, Fresh Food, Good Quality",150
New Mumbo Jumbo,https://www.zomato.com/kolkata/new-mumbo-jumbo-1-naktala,"Chinese, North Indian, Bengali, Fast Food","Naktala, Kolkata",Opens at 12noon,"145, Hari Sava Math, Bansdroni, Opposite Brahmapur Agradoot Club, Naktala, Kolkata",9.1744E+11,1,1,1,0,2.5,7,3.6,115,,,"Fresh Food, Good Quality, Value for Money, Packaging",300
Tasty Treat,https://www.zomato.com/kolkata/tasty-treat-behala,"Chinese, Bengali, Fast Food, Biryani","Behala, Kolkata",Opens at 11am,"257, Roy Bahadur Road, Behala, Kolkata",9.17687E+11,1,1,0,0,-,0,-,3,,,,100
Crooked Kitchen,https://www.zomato.com/kolkata/crooked-kitchen-tollygunge,"Street Food, Burger, Sandwich","Tollygunge, Kolkata",Opens at 6am,"104/A14, Karunamoyee Ghat Road, Tollygunge, Kolkata",9.18241E+11,1,1,0,0,-,0,3.7,20,,,,200
Anna Dosa Point,https://www.zomato.com/kolkata/anna-dosa-point-behala,South Indian,"Behala, Kolkata",,"Shop 7/B, Brahmo Samaj Road, Behala, Kolkata",9.19205E+11,1,0,0,0,-,0,3.1,46,,,,200
JK Meat Treat,https://www.zomato.com/kolkata/jk-meat-treat-jadavpur,"North Indian, Bengali, Chinese","Jadavpur, Kolkata",,"206, Ananda Pally, Jadavpur, Kolkata",9.19164E+11,1,0,0,0,-,0,4.3,116,,,"Extensive Menu, Worth the Money, Great Portions, Delicious Food, Price, Value for Money",200
The Bong Kitchen,https://www.zomato.com/kolkata/the-bong-kitchen-1-baghajatin,"Bengali, Chinese","Baghajatin, Kolkata",,"C/7/2A, Birnagar, Baghajatin, Kolkata",9.17004E+11,1,0,0,0,-,0,3.4,90,,,,150
Savister,https://www.zomato.com/kolkata/savister-tollygunge,"Fast Food, Beverages, Street Food","Tollygunge, Kolkata","12midnight – 4am, 10am – 12midnight (Today)","34/22, 1/18, Netaji Subhash Chandra Bose Road, Ashok Nagar, Tollygunge, Kolkata",9.17981E+11,1,1,1,0,-,1,3.5,140,,,,300
F4U - Food For U,https://www.zomato.com/kolkata/f4u-food-for-u-jodhpur-park,"Bengali, North Indian","Jodhpur Park, Kolkata",Opens at 10am,"1/327 A, Gariahat Road, Near EDF Hospital, Jodhpur Park, Kolkata",9.18018E+11,1,1,0,0,-,0,3.9,9,,,,150
Green Salad,https://www.zomato.com/kolkata/green-salad-kalikapur,Bengali,"Kalikapur, Kolkata",,"26/4, South Purbachal, Hospital Road, Kalikapur, Kolkata",9.17004E+11,1,0,0,0,-,0,-,2,,,,150
Taste Of West,https://www.zomato.com/kolkata/taste-of-west-1-lake-market-area,Fast Food,"Lake Market Area, Kolkata",Opens at 3pm,"41B, Rashbehari Avenue, Ward 084, Lake Market Area, Kolkata",9.19164E+11,1,1,0,0,-,0,-,1,,,,100
Misty Food Service,https://www.zomato.com/kolkata/misty-food-service-tollygunge,North Indian,"Tollygunge, Kolkata",,"63, Chandi Ghosh Road, Tollygunge, Kolkata",9.19124E+11,1,0,0,0,-,0,3.4,14,,,,100
Kamini Snacks,https://www.zomato.com/kolkata/kamini-snacks-new-alipore,Fast Food,"New Alipore, Kolkata",,"7, Jyotish Roy Road, Ajoy Nagar, New Alipore, Kolkata",9.18017E+11,1,0,0,0,-,0,-,0,,,,150
Dalchini,https://www.zomato.com/kolkata/dalchini-baghajatin,"North Indian, Chinese","Baghajatin, Kolkata",,"1/1B, Sree Colony, Regent Estate, Baghajatin, Kolkata",9.19153E+11,1,0,0,0,-,0,-,1,,,,150
Shandar Chinese Kitchen,https://www.zomato.com/kolkata/shandar-chinese-kitchen-jadavpur,"Chinese, Cantonese, Seafood","Jadavpur, Kolkata",Opens at 1pm,"1/2, Poddar Nagar, Jadavpur, Kolkata",9.19831E+11,1,1,0,0,-,0,4,43,,,,200
Sarak,https://www.zomato.com/kolkata/sarak-behala,"Street Food, Fast Food","Behala, Kolkata",,"315/2/2, Raja Rammohan Roy Road, Netaji Sarak, Behala, Kolkata",9.1983E+11,1,0,0,0,-,0,4,31,,,"Proper Packaging, Great Portions, Delicious Food, Quality, Taste",200
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/kolkata/kwality-walls-frozen-dessert-and-ice-cream-shop-3-tollygunge,"Ice Cream, Desserts","Tollygunge, Kolkata",,"1/54, Ashok Nagar Colony, Tollygunge, Kolkata",9.19477E+11,1,0,0,1,-,0,4.3,67,,,,100
Ovenstory Pizza,https://www.zomato.com/kolkata/ovenstory-pizza-jodhpur-park,"Pizza, Fast Food, Italian","Jodhpur Park, Kolkata",,"71, 1st Floor, Above Reliance Fresh, Jodhpur Park Road, Dhakuria, Selimpur, Jodhpur Park, Kolkata",9.17738E+11,1,0,0,0,-,0,4,138,,,"Great Portions, Value for Money, Packaging, Taste",250
Sikdars Food Junction,https://www.zomato.com/kolkata/sikdars-food-junction-prince-anwar-shah-road,"Fast Food, Rolls","Prince Anwar Shah Road, Kolkata",,"176/1, Prince Anwar Shah Road, Kolkata",9.1629E+11,1,0,0,0,-,0,-,14,,,,100
The Fried Chicken & More,https://www.zomato.com/kolkata/the-fried-chicken-more-golf-green,"Fast Food, Burger, Sandwich","Golf Green, Kolkata",,"35, New Bickramghar, Jadavpur, Golf Green, Kolkata",9.17278E+11,1,0,0,0,-,0,4,388,,,"Cute Packaging, Extensive Menu, Food Presentation, Worth the Money, Timely Service, Delicious Food",150
Wok Up,https://www.zomato.com/kolkata/wok-up-3-prince-anwar-shah-road,"Chinese, Thai, Asian, Seafood","Prince Anwar Shah Road, Kolkata",6pm – 4am (Today),"157, Jodhpur Park, Prince Anwar Shah Road, Kolkata",9.19831E+11,1,1,1,0,3.1,4,3.9,2714,,,"Packaging, Good Food, Quantity, Price, Ambience",500
Barbeques,https://www.zomato.com/kolkata/barbeques-new-alipore,"Kebab, North Indian","New Alipore, Kolkata",Opens at 5:30pm,"23/A, Plot 326, Diamond Harbour Road, Sahapur Colony, Borough-X, New Alipore, Kolkata",9.19073E+11,1,1,0,0,-,0,3.6,18,,,,150
Utsaav,https://www.zomato.com/kolkata/utsaav-1-new-alipore,Chinese,"New Alipore, Kolkata",Opens at 11:30am,"28/7, Sahapur Colony East, New Alipore, Kolkata",9.19675E+11,1,1,1,0,3.5,17,2.9,28,,,"Great Place for Family, Best in Service, Excellent Location, Served Quickly, Packing, Food Quality",500
Rare Recipes,https://www.zomato.com/kolkata/rare-recipes-1-tollygunge,Chinese,"Tollygunge, Kolkata",,"3/23, Rajendra Prised Colony, Tollygunge Prince Anwar Shah Road, Tollygunge, Kolkata",9.19074E+11,1,0,0,0,-,0,-,9,,,,250
Parathawala,https://www.zomato.com/kolkata/parathawala-tollygunge,"North Indian, Chinese","Tollygunge, Kolkata",Opens at 8:30am,"45/1A, Sultan Alum Road, Tollygunge, Kolkata",9.19163E+11,1,1,0,0,-,0,3.8,437,,,,150
Mum Inn,https://www.zomato.com/kolkata/mum-inn-prince-anwar-shah-road,"Biryani, Street Food","Prince Anwar Shah Road, Kolkata",,"166/C/478, Ground Floor, Prince Anwar Shah Road, Kolkata",9.19332E+11,1,0,0,0,-,0,-,13,,,,50
Kababi,https://www.zomato.com/kolkata/kababi-tollygunge,"Kebab, Rolls","Tollygunge, Kolkata",Opens at 5pm,"6/6, Bijoygarh, Near Palleshree More, Tollygunge, Kolkata",9.16291E+11,1,1,0,0,-,0,4.1,1151,,,,200
Maa Tara Rani Hotel,https://www.zomato.com/kolkata/maa-tara-rani-hotel-prince-anwar-shah-road,"Chinese, Bengali","Prince Anwar Shah Road, Kolkata",,"187, Prince Anwar Shah Road, Kolkata",9.17439E+11,1,0,0,0,-,0,-,11,,,,100
Momoyaan Restaurant,https://www.zomato.com/kolkata/momoyaan-restaurant-alipore,Momos,"Alipore, Kolkata",Opens at 5pm,"37/1, Diamond Harbor Road, Kolkata Municipal Corporation, Alipore, Kolkata",9.19674E+11,1,1,0,0,-,0,-,5,,,,150
Sam Foodie,https://www.zomato.com/kolkata/sam-foodie-tollygunge,"Bengali, Beverages","Tollygunge, Kolkata",,"85, Sultan Alam Road, Tollygunge, Kolkata",9.1842E+11,1,0,0,0,-,0,-,0,,,,100
Hungry Birds,https://www.zomato.com/kolkata/hungry-birds-tollygunge,"Chinese, Fast Food","Tollygunge, Kolkata",Opens at 3pm,"48/8, Purna Chandra Mitra Lane, Tollygunge, Kolkata",9.19831E+11,1,1,0,0,-,0,-,2,,,,200
TOMO,https://www.zomato.com/kolkata/tomo-1-jadavpur,Bengali,"Jadavpur, Kolkata",Opens at 12noon,"44, PGH Shah Road, New Bikramgarh, Jadavpur, Kolkata",9.19876E+11,1,1,0,0,-,0,-,2,,,,150
Sufi Biryani,https://www.zomato.com/kolkata/sufi-biryani-tollygunge,Biryani,"Tollygunge, Kolkata",,"Shop 50, Prince Rahimuddin Lane, Borough 10, Tollygunge, Kolkata",9.18276E+11,1,0,0,0,-,0,-,0,,,,150
Arati Food Court,https://www.zomato.com/kolkata/arati-food-court-new-alipore,"North Indian, Street Food","New Alipore, Kolkata",Opens at 5pm,"6, Tollygunge Circular Road, New Alipore, Kolkata",9.17279E+11,1,1,0,0,-,0,-,2,,,,100
Diya Food Centre,https://www.zomato.com/kolkata/diya-food-centre-prince-anwar-shah-road,"Bengali, Chinese","Prince Anwar Shah Road, Kolkata",Opens at 8:30am,"58/1, Prince Anwar Shah Road, Kolkata",9.19039E+11,1,1,0,0,-,0,-,0,,,,150
Biryani Love By Beefy Affair ,https://www.zomato.com/kolkata/biryani-love-by-beefy-affair-tollygunge,Biryani,"Tollygunge, Kolkata",,"50, Prince Rahimuddin Street, Tollygunge, Kolkata",9.18276E+11,1,0,0,0,-,0,-,5,,,,250
Harekrakam,https://www.zomato.com/kolkata/harekrakam-jodhpur-park,North Indian,"Jodhpur Park, Kolkata",,"363 Jodhpur Park, Kolkata",9.18336E+11,1,0,0,0,-,0,-,1,,,,150
Tiffin Wala,https://www.zomato.com/kolkata/tiffin-wala-prince-anwar-shah-road,"Bengali, Chinese, Fast Food, Beverages","Prince Anwar Shah Road, Kolkata",Opens at 5pm,"31, New Bikramgarh Road, Near Prince Anwar Shah Road, Kolkata",9.18145E+11,1,1,0,0,-,0,-,3,,,,100
Meraki Kitchen,https://www.zomato.com/kolkata/meraki-kitchen-jadavpur,"Chinese, Fast Food, Momos, Rolls","Jadavpur, Kolkata","12midnight – 4am, 5pm – 12midnight (Today)","84 B, Ibrahimpur Road, Jadavpur, Kolkata",9.16289E+11,1,1,0,0,-,0,3.9,49,,,,150
Dhaka Biriyani House,https://www.zomato.com/kolkata/dhaka-biriyani-house-prince-anwar-shah-road,"Biryani, North Indian","Prince Anwar Shah Road, Kolkata",12noon – 2am (Today),"377/2, Prince Anwar Shah Road, Kolkata",9.18961E+11,1,1,0,0,2.2,149,3.7,2002,,,,300
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/kolkata/kwality-walls-frozen-dessert-and-ice-cream-shop-1-dhakuria,"Ice Cream, Desserts","Dhakuria, Kolkata",,"52/2, Sarat Ghosh Garden Road, Ward-91, Dhakuria, Kolkata",9.19831E+11,1,0,0,1,-,0,4.6,907,,,,100
WOW! China,https://www.zomato.com/kolkata/wow-china-jadavpur,"Chinese, Asian, Rolls, Desserts, Beverages","Jadavpur, Kolkata",Opens at 11am,"29A/2E/1, Raja Subodh Chandra Mallick Road, Jadavpur, Kolkata",9.1824E+11,1,1,1,0,3.4,34,3.9,3146,,,"Fair Prices, Tamper Proof Packaging, Perfect Presentation, Portion, Elaborate Menu, Customizable Food",400
Baskin Robbins,https://www.zomato.com/kolkata/baskin-robbins-hindustan-park,"Ice Cream, Desserts, Beverages","Hindustan Park, Kolkata",10am – 4am (Today),"49B, Purna Das Road, Hindustan Park, Kolkata",9.19008E+11,1,1,0,1,-,0,4.1,776,,,,150
Hotel Apanjan,https://www.zomato.com/kolkata/hotel-apanjan-garia,"North Indian, Bengali, Chinese, Mughlai, Fast Food, Rolls, Momos","Garia, Kolkata",Opens at 3pm,"1539, Boral Main Road, Garia, Kolkata",9.19903E+11,1,1,1,0,3.5,79,3.9,5417,,,"Good Taste, Reasonable Price, Good Food, Good Quality",400
Krazzy For Waffle,https://www.zomato.com/kolkata/krazzy-for-waffle-prince-anwar-shah-road,"Bakery, Beverages, Ice Cream, Waffle","Prince Anwar Shah Road, Kolkata",9am – 3am (Today),"391/123, Ward-93, Jadavpur, Prince Anwar Shah Road, Kolkata",9.19903E+11,1,1,1,0,4.2,428,3.9,12600,,"Caramel Cookie Shake, Oreo Waffle, Crispy Waffles, Chocolate Waffle, Milkshakes, Desserts","Totally Worth it, Cozy Place, Concept, Food Presentation, Student Crowd, Hygiene",500
Momo & Adda,https://www.zomato.com/kolkata/momo-adda-naktala,"Chinese, Tibetan, Momos, Fast Food","Naktala, Kolkata",Opens at 12noon,"25, Bidhan Pally, Ward-112, Near Naktala Gitanjali Metro Station, Naktala, Kolkata",9.19432E+11,1,1,1,0,3.9,324,3.6,14200,,"Honey Potato, Butter Garlic Fish, Hong Kong Chicken, Chilli Mushroom, Chicken Steamed Momo, Fried Momo","Not very Crowded, Cute Little Place, Cool Ambience, Pocket Friendly, Polite Staff, Mouth Watering Food",350
Royal Fast Food Taste,https://www.zomato.com/kolkata/royal-fast-food-taste-naktala,"Chinese, Fast Food, North Indian, Rolls, Mughlai, Biryani","Naktala, Kolkata",Opens at 12noon,"152, H L, Sarkar Road, Bansdroni, Naktala, Kolkata",9.18697E+11,1,1,1,0,4.1,476,4,26900,,"Murg Reshmi Kabab, Fried Rice Chicken, Chicken Drumstick, Reshmi Butter Masala, Chicken Tandoori, Noodle","Great for Birthdays, Couple Friendly, Packed on Weekends, Good Packaging, Delivery Time, Student Crowd",200
Buddha Bites,https://www.zomato.com/kolkata/buddha-bites-naktala,"North Indian, Mughlai, Chinese","Naktala, Kolkata",,"1/246, Naktala Road, Ward 100, Naktala, Kolkata",9.19074E+11,1,0,0,0,-,0,3.6,483,,,,200
D Win Dragon,https://www.zomato.com/kolkata/d-win-dragon-naktala,"Chinese, Momos, Tibetan, Thai","Naktala, Kolkata",Opens at 12:30pm,"237, N.S.C. Bose Road, Naktala, Kolkata",9.18018E+11,1,1,1,0,3.7,435,3.8,12200,,"Chicken Drum, Butter Garlic Fish, Hong Kong Chicken, Fried Rice Chicken, Pan Fried Momos, Pork","Ample Seating Area, Chinese, Combo, Excellent Food, Mood, Nice Food",700
Bedwin Food Plaza,https://www.zomato.com/kolkata/bedwin-food-plaza-naktala,"Fast Food, Chinese, Mughlai","Naktala, Kolkata",24 Hours (Today),"5/49, Netaji Nagar, Naktala, Kolkata",9.19124E+11,1,1,0,0,3.2,18,3.9,1214,,,,150
Momo Circle,https://www.zomato.com/kolkata/momo-circle-2-tollygunge,Momos,"Tollygunge, Kolkata",,"15, Ground Floor, Ward 97, Ashok Nagar Market, N S C Bose Road, Tollygunge, Kolkata",9.17004E+11,1,0,0,0,-,0,4.5,2773,,,"Delicious Taste, Mouth Watering Food, Best Food under Best Budget, Fresh Food with Good Quality, Spill Proof Packaging, Cute Packaging",150
Krishnalal Bhujiwala & Sweets,https://www.zomato.com/kolkata/krishnalal-bhujiwala-sweets-garia,"South Indian, Street Food, Mishti","Garia, Kolkata",Opens at 11am,"29, Raja S C Mullick Road, Garia, Kolkata",9.19674E+11,1,1,1,1,3,29,3.9,1790,,,,200
P 12,https://www.zomato.com/kolkata/p-12-garia,"Biryani, Kebab, Mughlai, Rolls","Garia, Kolkata",Opens at 12noon,"437, Kendua Main Road, Green View, Garia, Kolkata",9.18697E+11,1,1,1,0,3.5,26,4,776,,,"Elaborate Menu, Customizable Food, Timely Service, Fresh Food, Good Quality",250
Rasona Rooftop Cafe,https://www.zomato.com/kolkata/rasona-rooftop-cafe-behala,"Fast Food, Chinese, Lebanese, Shake","Behala, Kolkata",Opens at 12noon,"100 A Ho Chi Minh Saprani, Behala, Kolkata",+91 8068974138,1,1,1,0,3.7,47,3.8,731,,"Chicken Cheese Sandwich, Tandoori Momos, French Fries, Pasta, Chicken","Rooftop Cafe, Inexpensive, Fantastic Decoration, Served Quickly, Affordable Prices, Wonderful Presentation",300
Bedwin,https://www.zomato.com/kolkata/bedwin-jadavpur,"Chinese, Mughlai, North Indian, Biryani, Momos, Rolls","Jadavpur, Kolkata",Opens at 12noon,"32/33, Jheel Road, 43, Paul Bazaar, Jadavpur, Kolkata",9.13324E+11,1,1,1,0,2.6,140,4.1,275,,,,450
Oh! Calcutta,https://www.zomato.com/kolkata/oh-calcutta-behala,"Bengali, Seafood","Behala, Kolkata",,"A1, Riddhi Siddhi Pearl 5, Bose Para Bye Lane, Barisha, Behala, Kolkata",9.16292E+11,1,0,0,0,-,0,4,25,,,,350
Bhim Nag's Brother Sreenath Nag,https://www.zomato.com/kolkata/bhim-nags-brother-sreenath-nag-garia,"Mishti, Mithai, Desserts","Garia, Kolkata",Opens at 8am,"110, Baroda Avenue, Patuli Township, Garia, Kolkata",9.18911E+11,1,1,0,1,-,0,4.2,1095,,,,100
The Saffron,https://www.zomato.com/kolkata/the-saffron-behala,"North Indian, Chinese, Biryani","Behala, Kolkata",Opens at 12noon,"87/A, Ho Chi Minh Sarani, Behala, Kolkata",9.18101E+11,1,1,1,0,4.1,426,4.1,6268,,"Tandoori Butter Masala, Chicken Tandoori, Kebabs, Fish","Relaxed Atmosphere, Good for Large Groups, Good Quantity, Great Taste, Good Taste, Good Ambience",500
Brar's Punjabi Food Court,https://www.zomato.com/kolkata/brars-punjabi-food-court-garia,"North Indian, Biryani, Bengali, Chinese","Garia, Kolkata",Opens at 11:30am,"2399, Garia Station Road, Arindam Apartment, Fartabad More, Garia, Kolkata",9.19832E+11,1,1,1,0,3.2,28,4,6797,,,"Pocket Friendly, Portion, Spicy, Fresh Food, Good Quality, Price",200
Raj Restaurant,https://www.zomato.com/kolkata/raj-restaurant-1-garia,"Chinese, North Indian, Momos, Mughlai, Biryani, Fast Food, Rolls, Kebab","Garia, Kolkata",Opens at 11am,"124/C, Raja S.C. Mullick Road, Garia, Kolkata",9.19039E+11,1,1,1,0,3,350,4.1,240,,,"Prime Location, Friendly Place, Reasonable Price, Good Food, Good Place, Food Quality",500
Railo Nimontron,https://www.zomato.com/kolkata/railo-nimontron-naktala,"Bengali, Fast Food","Naktala, Kolkata",,"152, H L Sarkar Road, Naktala, Kolkata",9.17004E+11,1,0,0,0,-,0,3.8,905,,,"Elaborate Menu, Customizable Food, Worth the Money, Great Portions, Delicious Food, Fresh Food",150
NU Sagar Biryani Centre,https://www.zomato.com/kolkata/nu-sagar-biryani-centre-naktala,"Biryani, Bengali","Naktala, Kolkata",Opens at 11:30am,"P-88, Naktala, Kolkata",9.19749E+11,1,1,0,0,-,0,3.7,226,,,,100
Saradamoyee,https://www.zomato.com/kolkata/saradamoyee-garia,"Bengali, Chinese","Garia, Kolkata",,"114/W/5, Raja Subodh Chandra Mullick Road, Borough X, Garia, Kolkata",9.19008E+11,1,0,0,0,-,0,3.6,554,,,,100
Winni Cakes & More,https://www.zomato.com/kolkata/winni-cakes-more-garia,"Bakery, Fast Food, Desserts","Garia, Kolkata",,"K.M.C Premise 131, Sreerampore East Police Station, Garia, Kolkata",9.17003E+11,1,0,0,0,-,0,3.9,194,,,,100
China Bowl,https://www.zomato.com/kolkata/china-bowl-garia,"Chinese, Momos, Tibetan","Garia, Kolkata",,"111/B, Raja Subodh Chandra Mullick Road, Garia, Kolkata",9.17439E+11,1,0,0,0,-,0,3.9,370,,,"Cute Packaging, Extensive Menu, Great Portions, Worth the Money, Timely Service, Delicious Food",250
Home Style,https://www.zomato.com/kolkata/home-style-garia,"Bengali, Chinese","Garia, Kolkata",Opens at 8am,"24, Pranabananda Road, Near Shiv Mandir, Garia, Kolkata",9.17032E+11,1,1,0,0,-,0,3.7,4769,,,"Spicy, Fresh Food, Good Food, Quality, Price",100
Picaso,https://www.zomato.com/kolkata/picaso-tollygunge,"Chinese, Tibetan, Momos","Tollygunge, Kolkata",Opens at 11am,"40A, Chandi Ghosh Road, Tollygunge, Kolkata",9.19904E+11,1,1,1,0,3.2,17,3.7,365,,,"Customizable Food, Prices, Good Quality, Value for Money, Taste",300
The Flavours,https://www.zomato.com/kolkata/the-flavours-narendra-pur,"North Indian, Chinese, Continental, Mughlai","Narendra Pur, Kolkata",Opens at 12noon,"3rd Floor, Wood Square Mall, Narendra Pur, Kolkata",9.18911E+11,1,1,1,0,4,288,4.1,3371,,,"Table Service, Themed Decor, Relaxed Atmosphere, Servicing, Packed on Weekends, Excellent Food",600
Anish Fast Food,https://www.zomato.com/kolkata/anish-fast-food-naktala,"Rolls, Chinese, Fast Food","Naktala, Kolkata",Opens at 4:30pm,"255/27, N.S.C Bose Road, Naktala, Kolkata",9.19832E+11,1,1,0,0,-,0,4.2,261,,,,100
Lajjat-E-Taam,https://www.zomato.com/kolkata/lajjat-e-taam-naktala,"Biryani, North Indian, Mughlai, Kebab","Naktala, Kolkata",Opens at 11am,"255/24, Netaji Subhash Chandra Boss Road, Naktala, Kolkata",9.1983E+11,1,1,0,0,-,0,3.7,440,,,"Worth the Money, Great Portions, Delicious Food, Quantity, Price, Packaging",150
Pradip Snacks,https://www.zomato.com/kolkata/pradip-snacks-baghajatin,"Chinese, Rolls, Fast Food","Baghajatin, Kolkata",Opens at 4:30pm,"C/32, Baghajatin, Kolkata",9.19088E+11,1,1,0,0,-,0,4.2,165,,,,150
Das Kitchen & Caterers,https://www.zomato.com/kolkata/das-kitchen-caterers-hatibagan,"Chinese, Fast Food","Hatibagan, Kolkata",Opens at 2:30pm,"B/157 A/H/1, Sri Aurobindo Sarani, Hatibagan, Kolkata",9.1891E+11,1,1,1,0,2.7,56,4.2,703,,,,250
Nebulal's,https://www.zomato.com/kolkata/nebulals-shyam-bazar,North Indian,"Shyam Bazar, Kolkata",Opens at 1pm,"240 A, A.P.C Road, Shyam Bazar, Kolkata",9.18334E+11,1,1,0,0,-,0,4.2,653,,,"This Restaurant is so Nice, Great Portions, Good Quality, Value for Money, Packaging, Food",100
Brar's Punjabi Hotel,https://www.zomato.com/kolkata/brars-punjabi-hotel-garia,"North Indian, Biryani, Bengali, Chinese","Garia, Kolkata",Opens at 11am,"1, Boral Main Road, Garia, Kolkata",9.19052E+11,1,1,1,0,3.2,133,3.9,4979,,,"Reasonable Price, Food Quality, Delicious Food, Prices, Good Food, Experience",350
Cafe Spilled Beans,https://www.zomato.com/kolkata/cafe-spilled-beans-1-garia,"Cafe, Fast Food","Garia, Kolkata",Opens at 4am,"2, Near Kavi Nazrul Metro, Garia Station Road, Garia, Kolkata",9.17004E+11,1,1,1,0,3.8,307,3.5,719,,"Classic Chicken Sandwich, Chicken Maggi, Egg Mayo Sandwich, Baked Pasta, Pastas, Cappuccino","Servings, Cozy, Good Wifi, Decorations, Portion Size, Contactless Delivery",600
Kabab@Kolkata,https://www.zomato.com/kolkata/kabab@kolkata-jadavpur,"Kebab, Chinese, Bengali, Fast Food","Jadavpur, Kolkata",Opens at 4:29pm,"E/176, Ward 100, Ramgarh Colony, Jadavpur, Kolkata",9.19874E+11,1,1,0,0,-,0,4.1,257,,,"Customizable Food, Fresh Food, Good Quality, Value for Money, Packaging",150
Himur Heshel,https://www.zomato.com/kolkata/himur-heshel-1-garia,"Bengali, North Indian, Bangladeshi","Garia, Kolkata",Opens at 12noon,"1A And 1B / K-14, Baishnabghata Patuli Township, Patuli Police Station, Garia, Kolkata",9.19073E+11,1,1,1,0,4,148,3.9,2104,,"Gondhoraj Ghol, Authentic Bengali Food, Basanti Pulao, Dal, Chutney, Rice","Host, Seating Arrangements, Customizable Food, Atmosphere, Worth the Money, Proper Packaging",600
GnC's The Food Hub,https://www.zomato.com/kolkata/gncs-the-food-hub-garia,"Fast Food, Chinese, Beverages","Garia, Kolkata",Opens at 1:30pm,"P-14, Ground Floor, Green View, Baishnabghata, Patuli, Garia, Kolkata",9.19831E+11,1,1,1,0,3.3,7,4,19,,,"Great Place for Family, Comforting Atmosphere, Cozy Place, Quality Food, Worth the Money, Timely Service",600
