Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost,latitudes,longitudes
Saatvik,https://www.zomato.com/kolkata/saatvik-paddapukur,"North Indian, Chinese, Continental, Shake","Paddapukur, Kolkata",Opens at 11:15am,"1C, Madhav Chatterjee Street, Paddapukur, Kolkata",919874000000,1,1,1,1,4.1,312,3.8,1244,,,"Ample Seating Area, Family Place, Good Value, Friendly Staff, Courteous Staff, Nice Ambience",800,22.50502445,88.30295777651463
Tibetan Delight,https://www.zomato.com/kolkata/tibetan-delight-elgin,"Tibetan, Chinese, North Eastern","Elgin, Kolkata",Opens at 11:30am,"66/1Chowringhee Road 2, Near By Nirod Kumar Das Jewelers Opposite to HDFC Bank Bhawanipore Branch, Elgin, Kolkata",919837000000,1,1,1,0,4.2,1916,4,730,,"Authentic Tibetan Food, Cantonese Chow Mein, Barbeque Pork, Chicken Chow, Mixed Meifoon, Pan Fried Momo","Ambience is very Nice, Authentic Food, Themed Decor, Generous Portions, Authenticity, Mixed Rice",500,22.537374800000002,88.34756170104649
Bake O Cake,https://www.zomato.com/kolkata/bake-o-cake-kankurgachi,Bakery,"Kankurgachi, Kolkata",Opens at 8:40am,"6D, Surah 2nd Lane, Kolkata Municipal Corporation, Kankurgachi, Kolkata",919830000000,1,1,1,1,3.8,247,3.7,1595,,"Choco Truffle Pastry, Eggless Cake, Plum Cake, Pastries, Cakes","Customer Service, Perfect Presentation, Cafe, Worth the Money, Interior, Nice Place",300,22.578972450000002,88.39151741636809
Adarsha Hindu Hotel,https://www.zomato.com/kolkata/adarsha-hindu-hotel-gariahat,Bengali,"Gariahat, Kolkata",Opens at 12noon,"212, Rashbehari Avenue, Gariahat, Kolkata",919736000000,1,1,1,0,3,29,4.2,145,,,,200,22.5196384,88.3656241
Azad Hind,https://www.zomato.com/kolkata/azad-hind-ballygunge,"Rolls, North Indian, Beverages, Biryani","Ballygunge, Kolkata",11:30am â€“ 4am (Today),"12/1, Pramathes Barua Sarani, Ballygunge, Kolkata",913325000000,1,1,1,0,3.9,763,4,6321,Place to satisfy post-drinks hunger,"Dal Tarka, Butter Nan, Chicken Tikka Masala, Lassi, Chicken Bharta, Tandoori Chicken","Good for Large Groups, Best Places, Prompt Service, Hygiene, Perfect Place, Tasty Food",600,22.5280337,88.3659084
Russel Punjabi Dhaba,https://www.zomato.com/kolkata/russel-punjabi-dhaba-chowringhee,"North Indian, Fast Food, Beverages","Chowringhee, Kolkata",Opens at 7am,"41, Chowringhee Road, Chowringhee, Kolkata",919831000000,1,1,1,0,3.8,617,4.1,3932,,"Plain Roti, Aloo Parantha, Chai, Butter Roti, Samosa, Chicken Bharta","Cleanliness, Breakfast, Low Price, Quick Service, Prompt Service, Location",500,22.5597635,88.3504718
Krystal Chopstick,https://www.zomato.com/kolkata/krystal-chopstick-hindustan-park,"Chinese, Thai, Seafood","Hindustan Park, Kolkata",Opens at 12noon,"71 H, Hindustan Road, Hindustan Park, Kolkata",913341000000,1,1,1,0,3.9,1068,4.1,1254,,"Chimney Soup, Chicken Hakka Chow, Chilli Prawns, Thai Chicken, Red Pepper Chicken, Crab","Good Options, Mixed Rice, Food Service, Good for Large Groups, Family Place, Great Value",800,22.5177017,88.3632073
Soul Of Bengal,https://www.zomato.com/kolkata/soul-of-bengal-hindustan-park,"Bengali, Bangladeshi, Seafood, Desserts","Hindustan Park, Kolkata",,"19/1A, Biplabi Ambika Chakraborty Sarani, Ward-086, Borough-VIII, Hindustan Park, Kolkata",919331000000,1,0,0,0,-,0,4.1,603,,,,150,22.5177017,88.3632073
Atithi Bengali Aahar,https://www.zomato.com/kolkata/atithi-bengali-aahar-maniktala,"Bengali, Street Food","Maniktala, Kolkata",Opens at 12noon,"104, Acharya Prafulla Chandra Road, Maniktala, Kolkata",919875000000,1,1,1,0,3.5,32,3.9,377,,,,350,22.5880896,88.3852834
Roastery Coffee House,https://www.zomato.com/kolkata/roastery-coffee-house-gariahat,"Cafe, American, Continental, Italian, Coffee, Beverages","Gariahat, Kolkata",Opens at 8am,"70 B, Calcutta South India Club, Gariahat, Kolkata",917331000000,1,1,1,0,4.6,2045,4.4,1678,,"Siphon Coffee, Zucchini Fry, Coffee Brownie Shake, Peri Peri Crispy Chicken, Cold Coffee Ice Cream Shake, Cold Brew Coffee","Coffee Ambiance, Coffeeshop, Decor and Seating Outside, Price Vs Portion Ratio, Family Favorite, Couple Friendly",800,22.5196384,88.3656241
South Indian Cafe,https://www.zomato.com/kolkata/south-indian-cafe-kalighat,South Indian,"Kalighat, Kolkata",Opens at 9am,"206, S.P. Mukherjee Road, Kalighat, Kolkata",913342000000,1,1,0,1,-,0,3.8,1085,,,,100,22.5153313,88.3477052
Kwality,https://www.zomato.com/kolkata/kwality-park-street-area,"North Indian, Mughlai, Seafood, Fast Food, Sandwich","Park Street Area, Kolkata",Opens at 10am,"17, Park Street, Park Street Area, Kolkata",913340000000,1,1,1,0,3.6,769,3.9,1411,Authentic North Indian Delicacies!,"Tomato Fish, Pindi Chana Masala, Panneer Butter Masala, Prawn Cocktail, Baked Fish, Caramel Custard","Privacy, Family Place, Prime Location, Family Restaurant, Excellent Service, Attitude",900,52.0855618,-0.7272059
China South,https://www.zomato.com/kolkata/china-south-ballygunge,Chinese,"Quest Mall, Ballygunge, Kolkata",Opens at 11:30am,"33, 4th Floor, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",919073000000,1,1,1,0,3.7,391,4.1,801,,"Dimsums, Chicken Momos, Sweet Corn Soup, Soups, Crispy Chicken, Noodles","Chinese, Combos, Quick Service, Portions, Preparation, Good Place",700,22.539025350000003,88.36570191241475
NU Variety,https://www.zomato.com/kolkata/nu-variety-minto-park,"South Indian, North Indian, Fast Food, Beverages","Minto Park, Kolkata",Opens at 9am,"1, Sarat Bose Road, Near Minto Park Crossing, Minto Park, Kolkata",913329000000,1,1,1,1,3.8,162,4.2,1030,,"Sambar, Masala Dosa, Burgers, Chutney",,300,22.541947399999998,88.35471347839723
Tero Parbon,https://www.zomato.com/kolkata/tero-parbon-hindustan-park,Bengali,"Hindustan Park, Kolkata",Opens at 12noon,"49C, Purna Das Road, Hindustan Park, Kolkata",919830000000,1,1,1,0,3.9,758,4,1468,The ambiance depicting an old traditional Bengali home,"Kacha Lonka Murgi, Chingri Cutlet, Aam Doi, Bhetki Paturi, Fish Roll, Basanti Pulao","Family Favorite, Gastronomical Experience, Family Place, Servings, Relaxed Atmosphere, More Variety",600,22.5177017,88.3632073
Madras Restaurant,https://www.zomato.com/kolkata/madras-restaurant-chandni-chowk,"South Indian, Chinese, Beverages","Chandni Chowk, Kolkata",Opens at 8:30am,"25/B, Chittaranjan Avenue, Opposite LIC Building, Chandni Chowk, Kolkata",919874000000,1,1,1,1,3.9,327,4.1,4679,,"Sambhar, Idli, Lassi, Hakka Noodles, Thali, Coffee","Polite Staff, Great Ambiance, Low Price, Quick Service, Indian Food, Hygiene",400,22.5640235,88.3608177
Bleubury,https://www.zomato.com/kolkata/bleubury-hindustan-park,"Bakery, Desserts, Ice Cream","Hindustan Park, Kolkata",Opens at 11:30am,"8/1A/1, Keyatala Road, Hindustan Park, Kolkata",916291000000,1,1,0,0,-,0,4.1,254,,,"Fair Prices, Contactless Delivery, Tamper Proof Packaging, Customizable Food, Great Portions, Good Quality",150,22.5177017,88.3632073
Nalin Chandra Das & Sons,https://www.zomato.com/kolkata/nalin-chandra-das-sons-kalighat,Mishti,"Kalighat, Kolkata",Opens at 7am,"84, Near Kalighat Metro, Kalighat, Kolkata",913365000000,1,1,0,1,-,0,4.1,3502,,,,50,22.5153313,88.3477052
Peep Inn,https://www.zomato.com/kolkata/peep-inn-kalighat,"Biryani, Chinese, Rolls, North Indian, Mughlai","Kalighat, Kolkata",Opens at 10:25am,"177A, S.P. Mukherjee Road, Kalighat, Kolkata",918241000000,1,1,0,0,-,0,3.8,1813,,,,150,22.5153313,88.3477052
Doiwala,https://www.zomato.com/kolkata/doiwala-hindustan-park,"Mishti, Desserts","Hindustan Park, Kolkata",,"2, Jatin Bagchi Road, Ward 86, Borough VIII, Hindustan Park, Kolkata",918337000000,1,0,0,0,-,0,4,71,,,,50,22.5177017,88.3632073
Calcutta Cravings,https://www.zomato.com/kolkata/calcutta-cravings-chandni-chowk,"Bengali, Fast Food, Rolls, Momos","Chandni Chowk, Kolkata",,"71, First Floor, Bentinck Street, Faraday House, Ward 46, Chandni Chowk, Kolkata",916289000000,1,0,0,0,-,0,4,50,,,,150,22.5640235,88.3608177
Sweetish House Mafia,https://www.zomato.com/kolkata/sweetish-house-mafia-kalighat,"Desserts, Beverages, Shake","Kalighat, Kolkata",Opens at 11am,"72, Lake Market, Raja Basanta Roy Road, Kalighat, Kolkata",919749000000,1,1,0,0,3.8,51,4.3,410,,"Nutella Sea Salt Cookies, Cookie Boxes, Cookies, Shakes",,300,22.5153313,88.3477052
Ambika Patisserie,https://www.zomato.com/kolkata/ambika-patisserie-picnic-garden,"Bakery, Desserts","Picnic Garden, Kolkata",,"3N, 3rd Lane, Picnic Garden, Kolkata",919749000000,1,0,0,0,-,0,4.4,455,,,,100,22.5259951,88.3892586
Dosa Express,https://www.zomato.com/kolkata/dosa-express-prince-anwar-shah-road,"South Indian, Fast Food, Sandwich","Prince Anwar Shah Road, Kolkata",Opens tomorrow at 8am,"Shop 77, 114A, C.I.T. Scheme, Lakegardens Super Market, Near Canara Bank, Prince Anwar Shah Road, Kolkata",918421000000,1,1,0,1,-,0,3.7,3561,,,"Worth the Money, Great Portions, Good Quality, Quantity, Price",100,22.502181,88.3625686
Haji Biryani,https://www.zomato.com/kolkata/haji-biryani-topsia,"Biryani, North Indian","Topsia, Kolkata",,"22A/1B, G.J. Khan Road, Topsia, Kolkata",919832000000,1,0,0,0,-,0,3.7,52,,,,100,22.5418017,88.3869552
New Punjabi Hotel,https://www.zomato.com/kolkata/new-punjabi-hotel-kankurgachi,"North Indian, Chinese, South Indian","Kankurgachi, Kolkata",Opens at 6:30am,"124, Hem Chandra Naskar Road, Ward 33, Kankurgachi, Kolkata",917004000000,1,1,1,0,3,188,3.8,11900,,,"Nice Food, Tasty Food, Good Food, Delicious Food, Good Quality",400,22.578972450000002,88.39151741636809
The Dragon's Kitchen,https://www.zomato.com/kolkata/the-dragons-kitchen-new-alipore,"Chinese, Tibetan, Momos, Thai","New Alipore, Kolkata",Opens at 10am,"28/7, Sahapur Colony, New Alipore, Kolkata",919804000000,1,1,0,0,-,0,3.6,2753,,,"Generous Portions, Cute Packaging, Food Presentation, Worth the Money, Timely Service, Delicious Food",150,22.51116475,88.3281116098478
Dosa Junction,https://www.zomato.com/kolkata/dosa-junction-behala,"South Indian, Fast Food, Beverages","Behala, Kolkata",Opens at 8:30am,"48A, Mail-247/ B, Buroshibtola Road, Behala, Kolkata",916291000000,1,1,1,0,3,7,3.8,247,,,,300,22.501572,88.3209435
Asia Kitchen By Mainland China,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-ballygunge,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages, Desserts","Ballygunge, Kolkata",Opens at 11:30am,"3A, Uniworth House, Gurusaday Road, Ballygunge, Kolkata",919331000000,1,0,1,0,3,4,4.3,293,,,,2000,22.5280337,88.3659084
Mintelaa,https://www.zomato.com/kolkata/mintelaa-alipore,"Cafe, North Indian, Chinese, Fast Food, Italian, Beverages","Alipore, Kolkata",Opens at 10am,"17/1E, Ground Floor, Anant Building,  Alipore Road, Alipore, Kolkata",913346000000,1,1,1,0,3.9,220,3.8,478,,,"Hookah, Great Food, Good Place, Ambiance, Staff, Decor",1100,22.5264928,88.3323692
Beijing,https://www.zomato.com/kolkata/beijing-tangra,Chinese,"Tangra, Kolkata",Opens at 12noon,"77/1, Christopher Road, Tangra, Kolkata",913323000000,1,1,1,0,4.1,2171,4,223,Finger licking Chinese in the heart of the Chinese town on this side of the Great Wall,"Peking Chicken, Honey Prawn, Chilli Garlic Rice, Sanghai Chicken, Chilli Garlic Pepper Chicken, Duck","Family Favorite, Valet Service, Comfortable Seating Area, Relaxed Atmosphere, Parking Space, Best Restaurant",800,22.5565107,88.3795946
New Arafat Restaurant & Caterer,https://www.zomato.com/kolkata/new-arafat-restaurant-caterer-wellesley,"North Indian, Chinese, Bengali, Kebab","Wellesley, Kolkata",Opens at 10am,"75 B, Rafi Ahmed Kidwai Road, Wellesley, Kolkata",913322000000,1,0,1,0,3.9,304,3.7,8806,,"Beef Kabab, Beef Roll, Dal Gosht, Biryani Nice, Tangdi Kabab, Stew","Drive through, Good Crowd, Elegantly Decorated, Great Recommendations, Low Price, Prompt Service",350,22.5558499,88.3571668
Boba Panda,https://www.zomato.com/kolkata/boba-panda-gariahat,"Beverages, Korean","Gariahat, Kolkata",Opens at 12noon,"23/C, Kankulia Road, Gariahat, Kolkata",919831000000,1,1,1,0,3.2,29,4,234,,,"Fresh Food with Good Quality, Cozy Place, Perfect Presentation, Great Portions, Worth the Money, Young Crowd",400,22.5196384,88.3656241
Blu Orchid,https://www.zomato.com/kolkata/blu-orchid-gariahat,"Chinese, Desserts","Gariahat, Kolkata",Opens at 12noon,"29/1, Panditiya Road, Gariahat, Kolkata",918421000000,1,1,1,0,4,87,4.1,866,,"Pepper Mushroom, Prawns, Starter, Dessert","Awesome Spot to Hangout, Best Staff, Sanitised Service, Comforting Atmosphere, Fantastic Decoration, Clean and Hygienic Place",500,22.5196384,88.3656241
Afzal Biryani,https://www.zomato.com/kolkata/afzal-biryani-picnic-garden,Biryani,"Picnic Garden, Kolkata",Opens at 12noon,"35/3/1, Topsia Road, Picnic Garden, Kolkata",919874000000,1,1,0,0,-,0,4,28,,,,100,22.5259951,88.3892586
Banglar Rannaghar,https://www.zomato.com/kolkata/banglar-rannaghar-gariahat,"Bengali, Biryani, Seafood","Gariahat, Kolkata",Opens at 7am,"4/15, Fern Road, Gariahat, Kolkata",919642000000,1,1,0,0,-,0,3.7,4849,,,"Awesome Food, Tasty Food, Good Service, Reasonable Price, Good Food, Good Quality",250,22.5196384,88.3656241
Marbella's,https://www.zomato.com/kolkata/marbellas-elgin,"Cafe, Continental, Fast Food, Desserts, Beverages","Elgin, Kolkata",Opens at 11am,"1, Sreepally, Wood Burn Park Road, Elgin, Kolkata",918241000000,1,1,1,0,3.8,112,3.5,130,,,"Decor is Excellent, Cooperative Staff, Excellent Location, Fantastic Decoration, Sanitised Service, Fresh Food with Good Quality",800,22.537374800000002,88.34756170104649
Kebabs In Roll,https://www.zomato.com/kolkata/kebabs-in-roll-lake-market-area,"Rolls, Kebab, Chinese, Biryani","Lake Market Area, Kolkata",Opens at 11am,"Shop 20, 104, Rashbihari Avenue, Lake Market Area, Kolkata",918778000000,1,1,1,0,3.1,9,3.8,28,,,,500,22.51637855,88.34872333799815
C/o. Bangali,https://www.zomato.com/kolkata/c-o-bangali-hatibagan,"Bengali, North Indian, Chinese, Mughlai","Hatibagan, Kolkata",Opens at 12noon,"108, Aurobindo Sarani, 4 Point Crossing, Near Star Theatre, Hatibagan, Kolkata",919903000000,1,1,1,0,4,837,4,4546,,"Zafrani Pulao, Mutton Dakbunglow, Prawn Malai Curry, Dab Chingri, Katla Kalia, Caramel Custard","Pocket Friendly Restaurant, Good for Large Groups, Ample Seating Area, Serving Time, Themed Decor, Good Location",700,22.5949572,88.3709282
Falam,https://www.zomato.com/kolkata/falam-kankurgachi,"Juices, Healthy Food, Salad, Desserts","Kankurgachi, Kolkata",Opens at 7:30am,"P/7/A, Phoolbagan, Bata More, CIT Road, Near Aakash Institute, Kankurgachi, Kolkata",917551000000,1,1,1,1,3.7,112,4.3,636,,,"Variety of Pizza, Fresh, Customizable Dishes, Good Wifi, Weekend Brunch, Good Music",250,22.578972450000002,88.39151741636809
Nourishef - The Taste Of Health,https://www.zomato.com/kolkata/nourishef-the-taste-of-health-baghajatin,"Continental, Healthy Food, Fast Food","Baghajatin, Kolkata",,"A/133, Ground Floor, Baghajatin Colony, Southern Portion, Ward 99, Baghajatin, Kolkata",919836000000,1,0,0,0,-,0,4.4,1619,,,"Healthy Food, Customizable Food, Elaborate Menu, Fresh Food, Good Quality, Price",350,22.4838805,88.3754447
INOX,https://www.zomato.com/kolkata/inox-elgin,"Fast Food, Street Food","Elgin, Kolkata",,"10/3, 5th Floor, Elgin Road, Elgin, Kolkata",918337000000,1,0,0,0,-,0,4,11,,,,350,22.537374800000002,88.34756170104649
Laxman's,https://www.zomato.com/kolkata/laxmans-elgin,"Fast Food, Paan, Desserts","Elgin, Kolkata",Opens at 11am,"15 C, Sarat Bose Road, Elgin, Kolkata",918018000000,1,1,0,0,-,0,4.2,3212,,,,50,22.537374800000002,88.34756170104649
Cafe Mezzuna,https://www.zomato.com/kolkata/cafe-mezzuna-elgin,"Italian, Pizza, Continental, Desserts, Beverages, Pasta","Forum Mall, Elgin, Kolkata",Opens at 12noon,"10/3, 4th Floor, Forum Mall, Elgin Road, Near Elgin, Kolkata",919830000000,1,1,1,0,4.6,3969,4.1,1568,"Decor, food, & draught beer","Roast Potato Salad, Smoked Chilli Shrimps, Mushroom Tartlets, Bacon Risotto, Desert Platter, Thin Crust Chicken Pizza","Contemporary Decor, Classy Interiors, Serving Size, Classy Place, Brilliant Place, Comfortable Ambience",1500,22.5384588,88.35098571918229
Jimmy's Kitchen,https://www.zomato.com/kolkata/jimmys-kitchen-2-jodhpur-park,"Chinese, Mangalorean, Seafood","Jodhpur Park, Kolkata",Opens at 12noon,"1/425, Gariahat Road, Jodhpur Park, Kolkata",919749000000,1,1,1,0,3.3,48,4.2,99,,,"Staff Behavior, Fresh Food, Good Quality, Experience, Quantity, Service",900,22.5056055,88.363674
Lazzat,https://www.zomato.com/kolkata/lazzat-wellesley,"Chinese, Seafood","Wellesley, Kolkata",Opens at 12noon,"12, Royd Street, Wellesley, Kolkata",919007000000,1,1,1,0,3.5,138,3.9,1914,,"Shanghai Chicken, Fried Rice Chicken, Gravy Chowmein, Noodle","Family Place, Good Food, Price, Ambience",600,22.5558499,88.3571668
Boma Asian Bakery,https://www.zomato.com/kolkata/boma-asian-bakery-park-street-area,"Beverages, Desserts, Bakery","Park Street Area, Kolkata",Opens at 12noon,"Middleton Street, Sikkim House Borough-vi Kolkata Municipal Corporation, Park Street Area, Kolkata",917983000000,1,1,1,0,2.9,83,3.8,192,,,"Cheap and Affordable, Served Quickly, Fair Prices, Vibe, Interior, Good Music",400,52.0855618,-0.7272059
The Pizza Palace,https://www.zomato.com/kolkata/the-pizza-palace-picnic-garden,"Pizza, Burger, Sandwich, Fast Food, Pasta, Beverages, Desserts, Chinese","Picnic Garden, Kolkata","12midnight â€“ 5am, 9:30am â€“ 12midnight (Today)","30/2, Kustia Masjid Bari Lane, Picnic Garden, Kolkata",919832000000,1,1,0,0,-,3,4,750,,,,300,22.5259951,88.3892586
Madhurimas Homez Food,https://www.zomato.com/kolkata/madhurimas-homez-food-behala,"Fast Food, Mughlai, North Indian","Behala, Kolkata",,"530, Roy Road, Behala, Kolkata",919052000000,1,0,0,0,-,0,4,56,,,,100,22.501572,88.3209435
Mavericks Cafe & Restaurant,https://www.zomato.com/kolkata/mavericks-cafe-restaurant-paddapukur,"Cafe, Italian, North Indian, Chinese, Shake","Paddapukur, Kolkata",12noon â€“ 2am (Today),"32/1A, Chakraberia Road South, Paddapukur, Kolkata",918241000000,1,0,1,1,4,392,3.7,1325,,"Choco Fondant, Grilled Veg Salad, Potato Roesti, Family Garlic Bread, Pot Rice, Schezwan Fried Rice","Sporty Ambience, Intimate Seating, Quiet, Live Sports, Sheesha, Great Value",1200,22.50502445,88.30295777651463
Calorie Crave,https://www.zomato.com/kolkata/calorie-crave-hindustan-park,"Sandwich, Healthy Food, Desserts","Hindustan Park, Kolkata",,"4, Ramani Chatterjee Road, Dover Terrace, Hindustan Park, Kolkata",919903000000,1,0,0,0,-,0,4.4,499,,"Steak, Deserts, Sandwiches, Cake","Filling Food, Mouth Watering Food, Contactless Delivery, Extensive Menu, Cute Packaging, Great Portions",250,22.5177017,88.3632073
Kake De Paranthe,https://www.zomato.com/kolkata/kake-de-paranthe-paddapukur,"North Indian, Fast Food","Paddapukur, Kolkata",,"31B, Ramesh Mitra Road, Paddapukur, Kolkata",919674000000,1,0,0,0,-,0,4.3,306,,,"Mouth Watering Food, Extensive Menu, Great Portions, Worth the Money, Timely Service, Delicious Food",200,22.50502445,88.30295777651463
Grill Sandwich & Juice,https://www.zomato.com/kolkata/grill-sandwich-juice-wellesley,"Sandwich, Fast Food, Beverages, Shake","Wellesley, Kolkata",Opens at 9am,"1/1 Pemantle Street, Park Street, KMC Ward 62, Borough VI, Kolkata, Wellesley, Kolkata",916292000000,1,1,1,0,3.8,34,3.9,2449,,,,400,22.5558499,88.3571668
Cafe Town,https://www.zomato.com/kolkata/cafe-town-college-street,"Sandwich, Fast Food, Street Food, Beverages","College Street, Kolkata",Opens at 11am,"109, Muktaram Babu Street, Near Ram Mandir, Near College Street, Kolkata",916292000000,1,1,0,0,3.7,24,4,728,,,,250,22.5671979,88.3601304
Coffichat,https://www.zomato.com/kolkata/coffichat-girish-park,"Coffee, South Indian, North Indian, Fast Food, Chinese, Sandwich, Shake, Beverages","Girish Park, Kolkata",Opens at 9am,"119/A, Muktaram Babu Street, Near Ram Mandir, Girish Park, Kolkata",919340000000,1,1,1,1,3.5,82,4.3,1487,,,"Lip Smacking Food, Prompt Service, Quality, Ambience, Food",300,22.5871445,88.3629415
Pandey Dhaba,https://www.zomato.com/kolkata/pandey-dhaba-bara-bazar,North Indian,"Bara Bazar, Kolkata",Opens at 10am,"13, Bysak Street, Bara Bazar, Kolkata",918241000000,1,1,1,1,3.3,58,3.9,2048,,,,200,22.5801792,88.3528098
Fabbrica,https://www.zomato.com/kolkata/fabbrica-elgin,"Pizza, Italian, Shake, Pasta, Beverages","Elgin, Kolkata",Opens at 12noon,"8A, Allenby Park, Elgin, Kolkata",913341000000,1,1,1,0,4.6,1859,4.1,1750,,"Pollo Picante Pizza, Neapolitan Style Pizza, Rocket Salad, Tiramisu Shake, Italian Pizza, Pepperoni","Authentic, Ambience is very Nice, Lightings, Rooftop Ambience, Pretty Place, Nice Cozy Place",1000,22.537374800000002,88.34756170104649
Wok Street,https://www.zomato.com/kolkata/wok-street-tollygunge,"Chinese, North Indian, Fast Food","Tollygunge, Kolkata",Opens at 12noon,"36, Tollygunge Circular Road, Ward 117, Tollygunge, Kolkata",919830000000,1,1,0,0,3.4,45,3.9,556,,,,500,22.498636,88.3453908
Silver Screen,https://www.zomato.com/kolkata/silver-screen-tollygunge,"North Indian, Chinese, Mughlai, Desserts, Beverages","Tollygunge, Kolkata",Opens at 12noon,"5, Netaji Subhash Chandra Bose Road, Tollygunge, Kolkata",919837000000,1,1,1,0,3.7,609,4.3,1946,,"Dried Chilli Chicken, Chicken Drumstick, Sweet Corn Soup, Fish Finger, Mixed Fried Rice, Noodle","Comfortable Seating Area, Family Place, Decorations, Nice Ambience, Waiter, Courteous Staff",1200,22.498636,88.3453908
Abcos Food Plaza,https://www.zomato.com/kolkata/abcos-food-plaza-1-sector-3-salt-lake,"Continental, North Indian, Chinese, Bengali, Asian","Sector 3, Salt Lake, Kolkata",Opens at 12noon,"IB 172, Near Columbia Asia Hospital, Sector 3, Salt Lake, Kolkata",913323000000,1,1,1,0,4.2,895,4.3,131,,"Elaichi Rann, Sizzlers, Crispy Chilli Baby Corn, Mutton Kosha, Soups, Gulab Jamun","Serving Size, Comfortable Seating, Gastronomical Experience, Roof, Cleanliness, Decent Place",1000,22.5708433,88.41104103863965
Little Roti- Pure Veg Multi-cuisine Restaurant,https://www.zomato.com/kolkata/little-roti-pure-veg-multi-cuisine-restaurant-park-street-area,"North Indian, Chinese, South Indian, Fast Food, Italian, Shake","Park Street Area, Kolkata",Opens at 7am,"Queen's Mansion, 12 Park Street, Near Park Street Area, Kolkata",919832000000,1,1,1,1,3.8,107,4.3,500,,"Chilli Paneer Dry, Honey Chilli Potato, Mysore Dosa, Hot N Sour Soup, Malai Kofta, Peas Pulao","Safe and Secure, Seating Area more Comfortable, Quick Serving, Economical Price, Excellent Location, Awesome Spot to Hangout",800,52.0855618,-0.7272059
New Maa Tara Hindu Hotel,https://www.zomato.com/kolkata/new-maa-tara-hindu-hotel-gariahat,"North Indian, Seafood","Gariahat, Kolkata",,"212, Rashbehari Avenue, Gariahat, Kolkata",919733000000,1,0,0,0,-,0,3.8,153,,,,100,22.5196384,88.3656241
Blue Tokai Coffee Roasters,https://www.zomato.com/kolkata/blue-tokai-coffee-roasters-chowringhee,"Cafe, Coffee, Healthy Food, Beverages, Desserts, Pizza, Burger, Sandwich","Chowringhee, Kolkata",Opens at 8am,"31, Chowringhee Road, BFL Bangur Estate, Ward 63, Chowringhee, Kolkata",919289000000,1,1,1,0,3.6,2,4.3,9,,,,800,22.5597635,88.3504718
Bawarchi Family Restaurant,https://www.zomato.com/kolkata/bawarchi-family-restaurant-jadavpur,"Biryani, Chinese, North Indian, Fast Food","Jadavpur, Kolkata",Opens at 12noon,"58/1, Central Road, Jadavpur, Kolkata",919832000000,1,1,1,0,3.9,1432,4,5440,,"Drum Sticks, Golden Fried Prawn, Caramel Custard, Sweet Corn Soup, Drums of Heaven, Kababs","Affordable Rate, Family Restaurant, Pocket Friendly Place, Gastronomical Experience, Family Place, Cozy",700,22.495499,88.3709006
Barista,https://www.zomato.com/kolkata/barista-park-street-area,"Coffee, Fast Food, Desserts, Beverages, Sandwich","Park Street Area, Kolkata",Opens at 9:30am,"57, Park Street, Park Street Area, Kolkata",913341000000,1,0,1,0,3.1,75,4.3,108,,,"Seat, Contactless Delivery, Student Crowd, Customizable Food, Elaborate Menu, Timely Service",600,52.0855618,-0.7272059
Afia Roll Center,https://www.zomato.com/kolkata/afia-roll-center-picnic-garden,Rolls,"Picnic Garden, Kolkata",,"35/3, Topsia Road, P.S Tiljala, Picnic Garden, Kolkata",917004000000,1,0,0,0,-,0,3.5,113,,,"Cheap and Affordable, Economical Price, Worth the Money, Timely Service",100,22.5259951,88.3892586
Creambell,https://www.zomato.com/kolkata/creambell-kidderpore,"Ice Cream, Desserts","Kidderpore, Kolkata",,"57/2D, Diamond Harbour Road, Ward 78, Kidderpore, Kolkata",919332000000,1,0,0,0,-,0,3.7,31,,,,150,22.53538,88.3206094
Bijoligrill,https://www.zomato.com/kolkata/bijoligrill-picnic-garden,"Bengali, Beverages","Picnic Garden, Kolkata",Opens at 1pm,"31/1A/1, Dharmatala Road, Picnic Garden, Kolkata",919830000000,1,1,0,0,-,0,3.7,105,,,,300,22.5259951,88.3892586
Haji Arsalan Biryani,https://www.zomato.com/kolkata/haji-arsalan-biryani-ballygunge,Biryani,"Ballygunge, Kolkata","12midnight â€“ 2am, 12noon â€“ 12midnight (Today)","2, Near HDFC ATM, Bondel Road, Ballygunge, Kolkata",919330000000,1,1,1,0,-,0,-,10,,,,400,22.5280337,88.3659084
Haji Kolkata Biryani,https://www.zomato.com/kolkata/haji-kolkata-biryani-ballygunge,Biryani,"Ballygunge, Kolkata",,"21, Ground Floor, Bomdel Road, Ward 65, Borough VII, Ballygunge, Kolkata",919832000000,1,0,0,0,-,0,-,10,,,,150,22.5280337,88.3659084
Sharma & Sons,https://www.zomato.com/kolkata/sharma-sons-kankurgachi,"Street Food, Mishti, Beverages","Kankurgachi, Kolkata",,"P 276A, CIT Road, Scheme IV, Kankurgachi, Kolkata",919903000000,1,1,1,0,3,15,3.4,673,,,,250,22.578972450000002,88.39151741636809
